id,product_name,url,present_price,old_price,discount,manufacturer,raw_html_path,laptop_type,cpu,cpu_generation,disk_type,disk_size,ram_gb,max_ram_slot,screen_size,screen_resolution,screen_ratio,screen_refresh_rate,gpu_type,gpu_model,weight_kg,ports,special_features,release_year
125,Laptop HP Pavilion X360 14 ek1047TU i7 1355U/16GB/512GB/Touch/Pen/Win11 (80R25PA),https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek1047tu-i7-80r25pa,24490000,27590000,0.11,hp,data/raw_htmls/tgdd/hp_33.html,normal,"i7, 1355U, 1.7GHz",11,SSD,512,16,1,14.0,1920 x 1080,16:9,60,integrated,Intel Iris Xe,1.53,"USB Type-C 3.2, HDMI, USB 3.2, Jack tai nghe 3.5 mm","màn hình cảm ứng, đèn bàn phím",2023
126,Laptop HP Probook 450 G10 i7 1355U/16GB/512GB/Win11 (873D3PA),https://www.thegioididong.com/laptop/hp-probook-450-g10-i7-873d3pa,24490000,26990000,0.09,hp,data/raw_htmls/tgdd/hp_34.html,normal,"i7, 1355U, 1.7GHz",13,SSD NVMe PCIe,512,16,2,15.6,1920 x 1080,16:9,60,integrated,Intel UHD,1.79,"HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 2.1), 2 x USB Type-A",Có đèn bàn phím,2023
127,Laptop HP Pavilion X360 14 ek0132TU i7 1255U/16GB/512GB/Touch/Pen/Win11 (7C0W4PA),https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek0132tu-i7-7c0w4pa,23490000,26990000,0.13,hp,data/raw_htmls/tgdd/hp_36.html,normal,"i7, 1255U, 1.7GHz",12,SSD NVMe PCIe,512,16,1,14.0,1920 x 1080,16:9,60,integrated,Intel Iris Xe,1.51,"HDMI, USB Type-C, 2 x USB 3.2, Jack tai nghe 3.5 mm","màn hình cảm ứng, đèn bàn phím",2022
128,Laptop HP Pavilion 15 eg3035TX i7 1355U/16GB/512GB/2GB MX550/Win11 (8U6L7PA),https://www.thegioididong.com/laptop/hp-pavilion-15-eg3035tx-i7-8u6l7pa,24090000,26590000,0.09,hp,data/raw_htmls/tgdd/hp_35.html,normal,"i7, 1355U, 1.7GHz",13,SSD,512,16,2,15.6,1920 x 1080,16:9,60,dedicated,nvidia MX550,1.74,"USB Type-C, HDMI, USB 3.2, Jack tai nghe 3.5 mm","Windows 11 Home SL, Vỏ kim loại - Nắp lưng bằng nhựa",2023
129,Laptop HP Pavilion 15 eg3091TU i7 1355U/16GB/512GB/Win11 (8C5L2PA),https://www.thegioididong.com/laptop/hp-pavilion-15-eg3091tu-i7-8c5l2pa,22690000,25290000,0.1,hp,data/raw_htmls/tgdd/hp_37.html,normal,"i7, 1355U, 1.7GHz",13,SSD NVMe PCIe,512,16,1,15.6,1920 x 1080,16:9,60,integrated,Intel Iris Xe,1.69,"1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4), HDMI, 2 x USB 3.2, Jack tai nghe 3.5 mm",Vỏ kim loại - Nắp lưng bằng nhựa,2023
130,Laptop HP Pavilion 15 eg2088TU i7 1260P/16GB/512GB/Win11 (7C0R0PA),https://www.thegioididong.com/laptop/hp-pavilion-15-eg2088tu-i7-7c0r0pa,22090000,25290000,0.13,hp,data/raw_htmls/tgdd/hp_38.html,normal,"i7, 1260P, 2.1GHz",12,SSD,512,16,1,15.6,1920 x 1080,16:9,60,integrated,Intel Iris Xe,1.74,"HDMI, USB Type-C, 2 x USB 3.2, Jack tai nghe 3.5 mm","Vỏ nhựa, chiếu nghỉ tay bằng kim loại",2022
131,Laptop HP Pavilion 14 dv2071TU i7 1255U/16GB/512GB/Win11 (7C0W0PA),https://www.thegioididong.com/laptop/hp-pavilion-14-dv2071tu-i7-7c0w0pa,21490000,25190000,0.15,hp,data/raw_htmls/tgdd/hp_39.html,normal,"i7, 1255U, 1.7GHz",12,SSD,512,16,2,14.0,1920 x 1080,16:9,60,integrated,Intel Iris Xe,1.41,"1 x USB Type-C, HDMI, Jack tai nghe 3.5 mm, 2 x USB Type-A",Kim loại nắp lưng và chiếu nghỉ tay,2023
132,Laptop HP Pavilion X360 14 ek1048TU i5 1335U/8GB/512GB/Touch/Pen/Win11 (80R26PA),https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek1048tu-i5-80r26pa,20590000,22890000,0.1,hp,data/raw_htmls/tgdd/hp_40.html,normal,"i5, 1335U, 1.3GHz",13,SSD NVMe PCIe,512,8,1,14.0,1920 x 1080,16:9,60,integrated,Intel Iris Xe,1.53,"1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort), HDMI, 2 x USB 3.2, Jack tai nghe 3.5 mm","Có màn hình cảm ứng, Có đèn bàn phím",2023
133,Laptop HP Pavilion 15 eg2034TX i7 1255U/8GB/512GB/2GB MX550/Win11 (6K780PA),https://www.thegioididong.com/laptop/hp-pavilion-15-eg2034tx-i7-6k780pa,20390000,24590000,0.17,hp,data/raw_htmls/tgdd/hp_41.html,normal,"i7, 1255U, 1.7GHz",10,SSD,512,8,1,15.6,1920 x 1080,16:9,60,dedicated,nvidia MX550 2GB,1.74,"HDMI, USB Type-C, 2 x USB 3.2, Jack tai nghe 3.5 mm",Vỏ nhựa - chiếu nghỉ tay bằng kim loại,2022
134,Laptop HP Probook 450 G10 i5 1335U/16GB/512GB/Win11 (873D1PA),https://www.thegioididong.com/laptop/hp-probook-450-g10-i5-873d1pa,20290000,22590000,0.1,hp,data/raw_htmls/tgdd/hp_42.html,normal,"i5, 1335U, 1.3GHz",10,SSD,512,16,1,15.6,1920 x 1080,16:9,60,integrated,Intel UHD,1.79,"HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 2.1), 2 x USB Type-A",Có đèn bàn phím,2023
135,Laptop HP Pavilion 15 eg3033TX i5 1335U/16GB/512GB/2GB MX550/Win11 (8U6L6PA),https://www.thegioididong.com/laptop/hp-pavilion-15-eg3033tx-i5-8u6l6pa,20290000,22290000,0.09,hp,data/raw_htmls/tgdd/hp_43.html,normal,"i5, 1335U, 1.3GHz",13,SSD,512,16,1,15.6,1920 x 1080,16:9,60,dedicated,nvidia MX550 2GB,1.74,"1 x USB Type-C, HDMI, 2 x USB 3.2, Jack tai nghe 3.5 mm",Vỏ kim loại - Nắp lưng bằng nhựa,2023
136,Laptop HP 240 G10 i7 1355U/16GB/512GB/Win11 (8F140PA),https://www.thegioididong.com/laptop/hp-240-g10-i7-8f140pa,19690000,21990000,0.1,hp,data/raw_htmls/tgdd/hp_44.html,normal,"i7, 1355U, 1.7GHz",13,SSD,512,16,2,14.0,1920 x 1080,16:9,60,integrated,Intel UHD,1.39,"HDMI, USB Type-C, 2 x USB 3.2, Jack tai nghe 3.5 mm",Vỏ nhựa,2023
137,Laptop HP Pavilion 15 eg3093TU i5 1335U/16GB/512GB/Win11 (8C5L4PA),https://www.thegioididong.com/laptop/hp-pavilion-15-eg3093tu-i5-8c5l4pa,18790000,21290000,0.12,hp,data/raw_htmls/tgdd/hp_45.html,normal,"i5, 1335U, 1.3GHz",13,SSD NVMe PCIe,512,16,2,15.6,1920 x 1080,16:9,60,integrated,Intel Iris Xe,1.69,"USB Type-C, HDMI, USB 3.2, Jack tai nghe 3.5 mm",Vỏ kim loại - Nắp lưng bằng nhựa,2023
138,Laptop HP Elitebook 630 G9 i5 1235U/8GB/512GB/Win11 (6M143PA),https://www.thegioididong.com/laptop/hp-elitebook-630-g9-i5-6m143pa,18890000,22190000,0.15,hp,data/raw_htmls/tgdd/hp_46.html,normal,"i5, 1235U, 1.3GHz",12,SSD,512,8,2,13.3,1920 x 1080,16:9,60,integrated,Intel UHD,1.28,"Thunderbolt 4, HDMI, LAN (RJ45), 2x SuperSpeed USB A, Jack tai nghe 3.5 mm","Có đèn bàn phím, Vỏ kim loại",2022
139,Laptop HP Probook 450 G9 i5 1235U/8GB/512GB/Win11 (6M0Y9PA),https://www.thegioididong.com/laptop/hp-probook-450-g9-i5-6m0y9pa,18090000,21290000,0.15,hp,data/raw_htmls/tgdd/hp_47.html,normal,"i5, 1235U, 1.3GHz",12,SSD,512,8,2,15.6,1920 x 1080,16:9,60,integrated,Intel UHD,1.74,"HDMI, LAN (RJ45), USB Type-C, 3x SuperSpeed USB A, Jack tai nghe 3.5 mm",Có đèn bàn phím,2022
140,Laptop HP Pavilion 15 eg3095TU i5 1335U/8GB/512GB/Win11 (8C5L6PA),https://www.thegioididong.com/laptop/hp-pavilion-15-eg3095tu-i5-8c5l6pa,17890000,19990000,0.11,hp,data/raw_htmls/tgdd/hp_48.html,normal,"i5, 1335U, 1.3GHz",11,SSD NVMe PCIe,512,8,2,15.6,1920 x 1080,16:9,60,integrated,Intel Iris Xe,1.74,"1 x USB Type-C (hỗ trợ USB, Power Delivery và DisplayPort), HDMI, 2 x USB 3.2, Jack tai nghe 3.5 mm",Vỏ kim loại - Nắp lưng bằng nhựa,2023
141,Laptop HP Pavilion 15 eg2062TX i5 1235U/8GB/512GB/2GB MX550/Win11 (7C0W7PA),https://www.thegioididong.com/laptop/hp-pavilion-15-eg2062tx-i5-7c0w7pa,17390000,20590000,0.16,hp,data/raw_htmls/tgdd/hp_49.html,normal,"i5, 1235U, 1.3GHz",12,SSD,512,8,1,15.6,1920 x 1080,16:9,60,dedicated,Nvidia MX550 2GB,1.74,"HDMI, USB Type-C, 2 x USB 3.2, Jack tai nghe 3.5 mm",Vỏ nhựa - chiếu nghỉ tay bằng kim loại,2022
142,Laptop HP 240 G9 i5 1235U/8GB/512GB/Win11 (6L1Y2PA),https://www.thegioididong.com/laptop/hp-240-g9-i5-6l1y2pa,15390000,18590000,0.17,hp,data/raw_htmls/tgdd/hp_5.html,normal,"i5, 1235U, 1.3GHz",12,SSD,512,8,1,14.0,1920 x 1080,16:9,60,integrated,intel UHD,1.47,"HDMI, LAN (RJ45), USB Type-C, 2 x USB 3.1, Jack tai nghe 3.5 mm","Có thể tháo ra, lắp thanh khác tối đa 1 TB",2022
143,Laptop HP Pavilion 15 eg3094TU i5 1335U/8GB/512GB/Win11 (8C5L5PA),https://www.thegioididong.com/laptop/hp-pavilion-15-eg3094tu-i5-8c5l5pa,17390000,19990000,0.13,hp,data/raw_htmls/tgdd/hp_50.html,normal,"i5, 1335U, 1.3GHz",13,SSD,512,8,1,15.6,1920 x 1080,16:9,60,integrated,Intel Iris Xe,1.69,"USB Type-C, HDMI, USB 3.2, Jack tai nghe 3.5 mm",Vỏ kim loại - Nắp lưng bằng nhựa,2023
144,Laptop HP Pavilion 15 eg2035TX i5 1235U/8GB/512GB/2GB MX550/Win11 (6K781PA),https://www.thegioididong.com/laptop/hp-pavilion-15-eg2035tx-i5-6k781pa,17190000,20590000,0.17,hp,data/raw_htmls/tgdd/hp_51.html,normal,"i5, 1235U, 1.3GHz",10,SSD,512,8,1,15.6,1920 x 1080,16:9,60,dedicated,nvidia MX550 2GB,1.74,"HDMI, USB Type-C, 2 x USB 3.2, Jack tai nghe 3.5 mm",Vỏ nhựa - chiếu nghỉ tay bằng kim loại,2022
145,Laptop HP Pavilion 15 eg2036TX i5 1235U/8GB/512GB/2GB MX550/Win11 (6K782PA),https://www.thegioididong.com/laptop/hp-pavilion-15-eg2036tx-i5-6k782pa,17190000,20590000,0.17,hp,data/raw_htmls/tgdd/hp_52.html,normal,"i5, 1235U, 1.3GHz",12,SSD NVMe PCIe,512,8,1,15.6,1920 x 1080,16:9,60,dedicated,nvidia MX550 2GB,1.74,"HDMI, USB Type-C, 2 x USB 3.2, Jack tai nghe 3.5 mm",Vỏ nhựa - chiếu nghỉ tay bằng kim loại,2022
146,Laptop HP Pavilion 15 eg2085TU i5 1240P/8GB/256GB/Win11 (7C0Q7PA),https://www.thegioididong.com/laptop/hp-pavilion-15-eg2085tu-i5-7c0q7pa,15790000,18790000,0.16,hp,data/raw_htmls/tgdd/hp_53.html,normal,"i5, 1240P, 1.7GHz",12,SSD,256,8,2,15.6,1920 x 1080,16:9,60,integrated,Intel Iris Xe,1.72,"HDMI, USB Type-C, 2 x USB 3.2, Jack tai nghe 3.5 mm",Vỏ nhựa - chiếu nghỉ tay bằng kim loại,2022
147,Laptop HP Pavilion X360 14 ek0130TU i3 1215U/8GB/256GB/Touch/Win11 (7C0P5PA),https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek0130tu-i3-7c0p5pa,14590000,16590000,0.12,hp,data/raw_htmls/tgdd/hp_54.html,normal,i3-1215U,12,SSD,256,8,1,14.0,1920 x 1080,16:9,60,integrated,Intel UHD,1.53,"USB Type-C, HDMI, Jack tai nghe 3.5 mm, USB Type-A","màn hình cảm ứng, đèn bàn phím",2023
148,Laptop HP Pavilion X360 14 ek0131TU i3 1215U/8GB/256GB/Touch/Win11 (7C0P6PA),https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek0131tu-i3-7c0p6pa,13590000,16590000,0.18,hp,data/raw_htmls/tgdd/hp_55.html,normal,"i3, 1215U, 1.2GHz",12,SSD,256,8,1,14.0,1920 x 1080,16:9,60,integrated,Intel UHD,1.517,"HDMI, USB Type-C, 2x SuperSpeed USB A, Jack tai nghe 3.5 mm","Có màn hình cảm ứng, Có đèn bàn phím",2022
149,Laptop HP Pavilion 15 eg3098TU i3 1315U/8GB/256GB/Win11 (8C5L9PA),https://www.thegioididong.com/laptop/hp-pavilion-15-eg3098tu-i3-8c5l9pa,13590000,15290000,0.11,hp,data/raw_htmls/tgdd/hp_56.html,normal,"i3, 1315U, 1.2GHz",11,SSD NVMe PCIe,256,8,2,15.6,1920 x 1080,16:9,60,integrated,Intel UHD,1.68,"1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4), HDMI, 2 x USB 3.2, Jack tai nghe 3.5 mm",Vỏ kim loại - Nắp lưng bằng nhựa,2023
150,Laptop HP Pavilion 15 eg2062TU i3 1215U/8GB/256GB/Win11 (6K790PA),https://www.thegioididong.com/laptop/hp-pavilion-15-eg2062tu-i3-6k790pa,12390000,14990000,0.17,hp,data/raw_htmls/tgdd/hp_57.html,normal,"i3, 1215U, 1.2GHz",12,SSD,256,8,1,15.6,1920 x 1080,16:9,60,integrated,Intel UHD,1.74,"HDMI, USB Type-C, 2 x USB 3.2, Jack tai nghe 3.5 mm",Vỏ nhựa - chiếu nghỉ tay bằng kim loại,2022
151,Laptop HP 15s fq5147TU i7 1255U/8GB/512GB/Win11 (7C133PA),https://www.thegioididong.com/laptop/hp-15s-fq5147tu-i7-7c133pa,17590000,20890000,0.16,hp,data/raw_htmls/tgdd/hp_6.html,normal,"i7, 1255U, 1.7GHz",12,SSD NVMe PCIe,512,8,1,15.6,1920 x 1080,16:9,60,integrated,Intel Iris Xe,1.69,"HDMI, USB Type-C, 2 x USB 3.2, Jack tai nghe 3.5 mm",Vỏ nhựa,2022
152,Laptop HP Gaming VICTUS 15 fa1139TX i5 12450H/16GB/512GB/4GB RTX2050/144Hz/Win11 (8Y6W3PA),https://www.thegioididong.com/laptop/hp-victus-15-fa1139tx-i5-8y6w3pa,18990000,24590000,0.23,hp,data/raw_htmls/tgdd/hp_7.html,normal,"i5, 12450H, 2GHz",12,SSD,512,16,2,15.6,1920 x 1080,16:9,144,dedicated,nvidia RTX 2050,2.29,"USB Type-C 3.2 (hỗ trợ DisplayPort), HDMI, LAN (RJ45), 2 x USB 3.2, Jack tai nghe 3.5 mm",Có đèn bàn phím,2023
153,Laptop HP 245 G10 R5 7520U/8GB/512GB/Win11 (8F155PA),https://www.thegioididong.com/laptop/hp-245-g10-r5-8f155pa,11790000,14190000,0.17,hp,data/raw_htmls/tgdd/hp_8.html,normal,"Ryzen 5, 7520U, 2.8GHz",7,SSD,512,8,1,14.0,1920 x 1080,16:9,60,integrated,Radeon,1.36,"HDMI, USB Type-C, 2 x USB 3.2, Jack tai nghe 3.5 mm",Vỏ nhựa - nắp lưng bằng kim loại,2023
154,Laptop HP 240 G9 i5 1235U/8GB/256GB/Win11 (6L1Y1PA),https://www.thegioididong.com/laptop/hp-240-g9-i5-6l1y1pa,14390000,17590000,0.18,hp,data/raw_htmls/tgdd/hp_9.html,normal,"i5, 1235U, 1.3GHz",12,SSD,256,8,1,14.0,1920 x 1080,16:9,60,integrated,Intel UHD,1.47,"HDMI, LAN (RJ45), USB Type-C, 2x SuperSpeed USB A, Jack tai nghe 3.5 mm",Vỏ nhựa,2022
155,Laptop Lenovo IdeaPad 1 15AMN7 R5 7520U/8GB/256GB/Win11 (82VG0061VN),https://www.thegioididong.com/laptop/lenovo-ideapad-1-15amn7-r5-82vg0061vn,9490000,12690000,0.25,lenovo,data/raw_htmls/tgdd/lenovo_0.html,normal,"Ryzen 5, 7520U, 2.8GHz",7,SSD NVMe PCIe,256,8,1,15.6,1920 x 1080,16:9,60,dedicated,AMD Radeon 610M,1.58,"USB Type-C, HDMI, USB 2.0, USB 3.2, Jack tai nghe 3.5 mm","Có thể tháo ra, lắp thanh khác tối đa 1 TB",2022
156,Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15iah8-i5-83er00evn,14490000,15490000,0.06,lenovo,data/raw_htmls/tgdd/lenovo_10.html,normal,"i5, 12450H, 2GHz",12,SSD,512,16,1,15.6,1920 x 1080,16:9,60,integrated,Intel UHD,1.62,"HDMI, 2 x USB 3.2, Jack tai nghe 3.5 mm, 1x USB-C 3.2","Có thể tháo ổ cứng ra và lắp ổ cứng khác, Windows 11 Home SL",2023
157,Laptop Lenovo Ideapad 3 15IAU7 i3 1215U/8GB/256GB/Win11 (82RK005LVN),https://www.thegioididong.com/laptop/lenovo-ideapad-3-15iau7-i3-82rk005lvn,8990000,13890000,0.35,lenovo,data/raw_htmls/tgdd/lenovo_1.html,normal,"i3, 1215U, 1.2GHz",12,SSD NVMe PCIe,256,8,1,15.6,1920 x 1080,16:9,60,integrated,Intel UHD,1.63,"HDMI, 1 x USB 2.0, 1 x USB 3.2, Jack tai nghe 3.5 mm, USB Type-C (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.2)",Windows 11 Home SL,2022
158,Laptop Lenovo Ideapad 3 15ITL6 i5 1155G7/8GB/512GB/Win11 (82H803RRVN),https://www.thegioididong.com/laptop/lenovo-ideapad-3-15itl6-i5-82h803rrvn,11690000,14490000,0.19,lenovo,data/raw_htmls/tgdd/lenovo_11.html,normal,"i5, 1155G7, 2.5GHz",11,SSD NVMe PCIe,512,8,1,15.6,1920 x 1080,16:9,60,integrated,Intel Iris Xe,1.65,"USB Type-C, HDMI, USB 2.0, USB 3.2, Jack tai nghe 3.5 mm",Tháo lắp ổ cứng,2023
159,Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/1TB/Win11 (83ER000FVN),https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15iah8-i5-83er000fvn,15490000,16490000,0.06,lenovo,data/raw_htmls/tgdd/lenovo_13.html,normal,"i5, 12450H, 2GHz",12,SSD NVMe PCIe Gen 4,1000,16,1,15.6,1920 x 1080,16:9,60,integrated,Intel UHD,1.62,"HDMI, 2 x USB 3.2, Jack tai nghe 3.5 mm, 1x USB-C 3.2",Windows 11 Home SL,2023
160,Laptop Lenovo Ideapad 3 15IAU7 i7 1255U/16GB/1TB/Win11 (82RK00X0VN),https://www.thegioididong.com/laptop/lenovo-ideapad-3-15iau7-i7-82rk00x0vn,17890000,18990000,0.06,lenovo,data/raw_htmls/tgdd/lenovo_12.html,normal,"i7, 1255U, 1.7GHz",12,SSD NVMe PCIe Gen 4,1000,16,2,15.6,1920 x 1080,16:9,60,integrated,Intel Iris Xe,1.63,"HDMI, 1 x USB 2.0, 1 x USB 3.2, Jack tai nghe 3.5 mm, 1x USB-C 3.2 (hỗ trợ truyền dữ liệu, Power Delivery và DisplayPort 1.2)",Windows 11 Home SL,2022
161,Laptop Lenovo Ideapad 5 14IAL7 i5 1235U/8GB/512GB/Win11 (82SD0060VN),https://www.thegioididong.com/laptop/lenovo-ideapad-5-14ial7-i5-82sd0060vn,13990000,18990000,0.26,lenovo,data/raw_htmls/tgdd/lenovo_14.html,normal,"i5, 1235U, 1.3GHz",12,SSD NVMe PCIe,512,8,1,14.0,1920 x 1080,16:9,60,integrated,Intel Iris Xe,1.44,"HDMI, 2 x USB Type-C, 1 x USB 3.2 (Always on), 1 x USB 3.2, Jack tai nghe 3.5 mm",Có đèn bàn phím,2022
162,Laptop Lenovo Ideapad 3 15ITL6 i3 1115G4/8GB/256GB/Win11 (82H803SGVN),https://www.thegioididong.com/laptop/lenovo-ideapad-3-15itl6-i3-82h803sgvn,7990000,10490000,0.24,lenovo,data/raw_htmls/tgdd/lenovo_15.html,normal,"i3, 1115G4, 3GHz",11,SSD NVMe PCIe,256,8,1,15.6,1920 x 1080,16:9,60,integrated,Intel UHD,1.65,"USB Type-C, HDMI, USB 2.0, USB 3.2, Jack tai nghe 3.5mm",Có thể tháo ổ cứng ra và lắp thanh khác,2023
164,Laptop Lenovo Ideapad 3 15IAU7 i5 1235U/8GB/512GB/Win11 (82RK001PVN),https://www.thegioididong.com/laptop/lenovo-ideapad-3-15iau7-i5-82rk001pvn,12990000,17990000,0.28,lenovo,data/raw_htmls/tgdd/lenovo_18.html,normal,"i5, 1235U, 1.3GHz",12,SSD,512,8,1,15.6,1920 x 1080,16:9,60,integrated,Intel UHD,1.63,"HDMI, 1 x USB 2.0, 1 x USB 3.2, Jack tai nghe 3.5 mm, USB Type-C","hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.2",2022
165,Laptop Lenovo Yoga 7 14IRL8 i7 1360P/16GB/512GB/Touch/Pen/OfficeHS/Win11 (82YL006BVN),https://www.thegioididong.com/laptop/lenovo-yoga-7-14irl8-i7-82yl006bvn,26490000,28990000,0.09,lenovo,data/raw_htmls/tgdd/lenovo_19.html,normal,i7,11,SSD,512,16,1,14.0,1920 x 1200,16:10,60,integrated,Intel Iris Xe,1.49,"2 x Thunderbolt 4, HDMI, 1 x USB 3.2, Jack tai nghe 3.5 mm","màn hình cảm ứng, đèn bàn phím",2023
166,Laptop Lenovo LOQ Gaming 15IRH8 i7 13620H/16GB/512GB/6GB RTX4050/144Hz/Win11 (82XV00QXVN),https://www.thegioididong.com/laptop/lenovo-loq-gaming-15irh8-i7-82xv00qxvn,29990000,31990000,0.06,lenovo,data/raw_htmls/tgdd/lenovo_17.html,normal,"i7, 13620H, 2.4GHz",13,SSD NVMe PCIe,512,16,2,15.6,1920 x 1080,16:9,144,dedicated,Nvidia RTX 4050 6GB,2.4,"HDMI, LAN (RJ45), 3 x USB 3.2, Jack tai nghe 3.5 mm, 1 x USB-C 3.2",Có đèn bàn phím,2023
167,Laptop Lenovo Ideapad 3 15IAU7 i3 1215U/8GB/256GB/Win11 (82RK00RWVN),https://www.thegioididong.com/laptop/lenovo-ideapad-3-15iau7-i3-82rk00rwvn,8990000,10990000,0.18,lenovo,data/raw_htmls/tgdd/lenovo_2.html,normal,"i3, 1215U, 1.2GHz",12,SSD,256,8,1,15.6,1920 x 1080,16:9,60,integrated,Intel UHD,1.63,"HDMI, 1 x USB 2.0, 1 x USB 3.2, Jack tai nghe 3.5 mm, 1x USB-C 3.2 (hỗ trợ truyền dữ liệu, Power Delivery và DisplayPort 1.2)",,2023
168,Laptop Lenovo Ideapad 5 Pro 14IAP7 i5 1240P/16GB/512GB/Win11 (82SH000SVN),https://www.thegioididong.com/laptop/lenovo-ideapad-5-pro-14iap7-i5-82sh000svn,19990000,24990000,0.2,lenovo,data/raw_htmls/tgdd/lenovo_20.html,normal,"i5, 1240P, 1.7GHz",12,SSD,512,16,1,14.0,2880 x 1800,16:10,90,integrated,Intel Iris Xe,1.42,"HDMI, 2 x USB Type-C, 1 x USB 3.2 (Always on), 1 x USB 3.2, Jack tai nghe 3.5 mm",Có đèn bàn phím,2022
169,Laptop Lenovo Yoga Duet 7 13ITL6 i7 1165G7/16GB/1TB/Touch/Pen/Win11 (82MA009PVN),https://www.thegioididong.com/laptop/lenovo-yoga-duet-7-13itl6-i7-82ma009pvn,35490000,36490000,0.03,lenovo,data/raw_htmls/tgdd/lenovo_22.html,normal,"i7, 1165G7, 2.8GHz",11,SSD,1000,16,1,13.0,2160 x 1350,48:30,60,integrated,Intel Iris Xe,1.168,"Thunderbolt 4 (hỗ trợ Power Delivery 3.0 và DisplayPort 1.4), USB-C 3.2 Gen 1 (hỗ trợ truyền dữ liệu và Always On), Jack tai nghe 3.5 mm, USB-C 3.2 Gen 1 (hỗ trợ truyền dữ liệu và Power Delivery 3.0)","màn hình cảm ứng, đèn bàn phím",2022
170,Laptop Lenovo Gaming Legion 5 16IRH8 i5 13500H/16GB/512GB/6GB RTX4050/165Hz/Win11 (82YA00BSVN),https://www.thegioididong.com/laptop/lenovo-legion-5-16irh8-i5-82ya00bsvn,35990000,36990000,0.03,lenovo,data/raw_htmls/tgdd/lenovo_21.html,normal,"i5, 13500H, 2.6GHz",13,SSD NVMe PCIe,512,16,1,16.0,2560 x 1600,8:5,165,dedicated,nvidia RTX 4050,2.4,"HDMI, LAN (RJ45), 1 x USB 3.2 (Always on), 1 x USB 3.2, Jack tai nghe 3.5 mm, 1 x USB-C 3.2 Gen 2 (hỗ trợ truyền dữ liệu and DisplayPort 1.4), 1 x USB-C 3.2 (hỗ trợ truyền dữ liệu, Power Delivery 140W và DisplayPort 1.4)",Có đèn bàn phím,2023
171,Laptop Lenovo Yoga 7 14IAL7 i5 1240P/16GB/512GB/Touch/Pen/Win11 (82QE000RVN),https://www.thegioididong.com/laptop/lenovo-yoga-7-14ial7-i5-82qe000rvn,26990000,30990000,0.13,lenovo,data/raw_htmls/tgdd/lenovo_27.html,normal,"i5, 1240P, 1.7GHz",12,SSD NVMe PCIe,512,16,1,14.0,2880 x 1800,16:10,90,integrated,Intel Iris Xe,1.42,"HDMI, 2 x Thunderbolt 4, 1 x USB 3.2 (Always on), Jack tai nghe 3.5 mm","Có màn hình cảm ứng, Có đèn bàn phím",2022
172,Laptop Lenovo Yoga Duet 7 13ITL6 i5 1135G7/8GB/512GB/Touch/Pen/Win11 (82MA009NVN),https://www.thegioididong.com/laptop/lenovo-yoga-duet-7-13itl6-i5-82ma009nvn,27490000,28490000,0.04,lenovo,data/raw_htmls/tgdd/lenovo_26.html,normal,"i5, 1135G7, 2.4GHz",11,SSD,512,8,1,13.0,2160 x 1350,24:15,60,integrated,Intel Iris Xe,1.168,"1 x Thunderbolt 4 (hỗ trợ DisplayPort), 1 x USB-C 3.2 Gen 1 (hỗ trợ truyền dữ liệu và Always On), Jack tai nghe 3.5 mm, 1 x USB-C 3.2 Gen 1 (hỗ trợ truyền dữ liệu và Power Delivery 3.0)","Có màn hình cảm ứng, Có đèn bàn phím",2022
173,Laptop Lenovo Yoga 7 14IRL8 i5 1340P/16GB/512GB/Touch/Pen/OfficeHS/Win11 (82YL006AVN),https://www.thegioididong.com/laptop/lenovo-yoga-7-14irl8-i5-82yl006avn,23490000,25990000,0.1,lenovo,data/raw_htmls/tgdd/lenovo_28.html,normal,"i5, 1340P, 1.9GHz",13,SSD NVMe PCIe,512,16,1,14.0,1920 x 1200,16:10,60,integrated,Intel Iris Xe,1.49,"2 x Thunderbolt 4, HDMI, 1 x USB 3.2, Jack tai nghe 3.5 mm","màn hình cảm ứng, đèn bàn phím",2023
